"","Nh_real_1","Nh_basicvis_sum_1","Nh_basicvis_mean_1","Nh_PIMLEvis_1","Nh_MLEvis_1","Nh_MoSvis_1","Nh_GNSUM_1","Nh_MLE_modvis_1","Nh_TEOvis_1","Nh_Zhengvis_1","Nh_real_2","Nh_basicvis_sum_2","Nh_basicvis_mean_2","Nh_PIMLEvis_2","Nh_MLEvis_2","Nh_MoSvis_2","Nh_GNSUM_2","Nh_MLE_modvis_2","Nh_TEOvis_2","Nh_Zhengvis_2","Nh_real_3","Nh_basicvis_sum_3","Nh_basicvis_mean_3","Nh_PIMLEvis_3","Nh_MLEvis_3","Nh_MoSvis_3","Nh_GNSUM_3","Nh_MLE_modvis_3","Nh_TEOvis_3","Nh_Zhengvis_3","Nh_real_4","Nh_basicvis_sum_4","Nh_basicvis_mean_4","Nh_PIMLEvis_4","Nh_MLEvis_4","Nh_MoSvis_4","Nh_GNSUM_4","Nh_MLE_modvis_4","Nh_TEOvis_4","Nh_Zhengvis_4","Nh_real_5","Nh_basicvis_sum_5","Nh_basicvis_mean_5","Nh_PIMLEvis_5","Nh_MLEvis_5","Nh_MoSvis_5","Nh_GNSUM_5","Nh_MLE_modvis_5","Nh_TEOvis_5","Nh_Zhengvis_5","Nh_real_6","Nh_basicvis_sum_6","Nh_basicvis_mean_6","Nh_PIMLEvis_6","Nh_MLEvis_6","Nh_MoSvis_6","Nh_GNSUM_6","Nh_MLE_modvis_6","Nh_TEOvis_6","Nh_Zhengvis_6","Nh_real_7","Nh_basicvis_sum_7","Nh_basicvis_mean_7","Nh_PIMLEvis_7","Nh_MLEvis_7","Nh_MoSvis_7","Nh_GNSUM_7","Nh_MLE_modvis_7","Nh_TEOvis_7","Nh_Zhengvis_7","Nh_real_8","Nh_basicvis_sum_8","Nh_basicvis_mean_8","Nh_PIMLEvis_8","Nh_MLEvis_8","Nh_MoSvis_8","Nh_GNSUM_8","Nh_MLE_modvis_8","Nh_TEOvis_8","Nh_Zhengvis_8","Nh_real_9","Nh_basicvis_sum_9","Nh_basicvis_mean_9","Nh_PIMLEvis_9","Nh_MLEvis_9","Nh_MoSvis_9","Nh_GNSUM_9","Nh_MLE_modvis_9","Nh_TEOvis_9","Nh_Zhengvis_9","Nh_real_10","Nh_basicvis_sum_10","Nh_basicvis_mean_10","Nh_PIMLEvis_10","Nh_MLEvis_10","Nh_MoSvis_10","Nh_GNSUM_10","Nh_MLE_modvis_10","Nh_TEOvis_10","Nh_Zhengvis_10","Nh_real_11","Nh_basicvis_sum_11","Nh_basicvis_mean_11","Nh_PIMLEvis_11","Nh_MLEvis_11","Nh_MoSvis_11","Nh_GNSUM_11","Nh_MLE_modvis_11","Nh_TEOvis_11","Nh_Zhengvis_11","Nh_real_12","Nh_basicvis_sum_12","Nh_basicvis_mean_12","Nh_PIMLEvis_12","Nh_MLEvis_12","Nh_MoSvis_12","Nh_GNSUM_12","Nh_MLE_modvis_12","Nh_TEOvis_12","Nh_Zhengvis_12","Nh_real_13","Nh_basicvis_sum_13","Nh_basicvis_mean_13","Nh_PIMLEvis_13","Nh_MLEvis_13","Nh_MoSvis_13","Nh_GNSUM_13","Nh_MLE_modvis_13","Nh_TEOvis_13","Nh_Zhengvis_13","Nh_real_14","Nh_basicvis_sum_14","Nh_basicvis_mean_14","Nh_PIMLEvis_14","Nh_MLEvis_14","Nh_MoSvis_14","Nh_GNSUM_14","Nh_MLE_modvis_14","Nh_TEOvis_14","Nh_Zhengvis_14","Nh_real_15","Nh_basicvis_sum_15","Nh_basicvis_mean_15","Nh_PIMLEvis_15","Nh_MLEvis_15","Nh_MoSvis_15","Nh_GNSUM_15","Nh_MLE_modvis_15","Nh_TEOvis_15","Nh_Zhengvis_15","data"
"1",1000,1049.88352877934,1049.88352877934,1054.40628008478,1056.58203572246,1058.05241882775,1157.27554179567,1053.48614863579,1062.56679400359,1047.83439476081,1000,945.305493802816,945.305493802816,958.366822719238,943.898973642724,968.823382581014,911.421319796954,946.483505176398,944.147746122256,946.966023865275,1000,1069.4685062687,1069.4685062687,1069.77449770697,1066.75220243159,1079.39800452797,1092.08211143695,1068.03148843996,1067.47586290897,1066.82668934787,1000,992.472054302077,992.472054302077,1002.18985900786,998.102515070315,1014.98701708704,937.808219178082,1001.03356634991,999.936221838552,1030.73781395712,1000,975.687764313776,975.687764313776,968.299213779633,975.442637630762,975.693023388188,1005.9880239521,973.397299997513,979.192602069186,972.36500635291,1000,1075.52180800449,1075.52180800449,1068.67838824093,1077.36505143613,1075.58087935447,1144.31137724551,1074.94141636559,1075.28652716787,1065.56601091973,1000,960.273203217459,960.273203217459,968.962285095705,957.614162427845,977.024659385511,965.449438202247,957.709037492045,968.034886827369,962.729694805465,1000,1006.20943544952,1006.20943544952,1011.98969911271,1009.61737785432,1024.50311425874,931.481481481481,1012.53330326844,1010.92861270305,1016.73449690373,1000,1015.25148976004,1015.25148976004,1005.22265865213,1009.98239736528,1014.17054393439,1024.86187845304,1013.83948928409,1007.91788799679,1022.5625435057,1000,968.914502770127,968.914502770127,964.800154314482,967.897559820439,971.898342272272,1019.14893617021,968.046651484292,970.755745903698,1021.65783387705,1000,979.034159844969,979.034159844969,981.95355827148,978.631828521612,988.160810590292,893.421052631579,981.372722820863,984.509974374583,984.699835100785,1000,880.873375897129,880.873375897129,869.930810577027,876.036529155938,872.899958854124,813.131313131313,875.966639528346,872.615371537134,877.227116446377,1000,1076.20791058676,1076.20791058676,1074.0950439967,1072.69550270368,1080.17238813818,1088.18181818182,1067.23606936232,1077.59422624693,1087.54370845331,1000,1064.22616503142,1064.22616503142,1062.1428399943,1061.8953213176,1066.02184600752,1034.51327433628,1059.43480264403,1063.57089234139,1059.47090867581,1000,1126.98038946297,1126.98038946297,1129.37525030413,1121.56344368218,1140.63072491698,1043.21329639889,1125.34394919814,1122.22255447989,1126.65814540109,0.1
"2",1000,1005.60690238674,1005.60690238674,1019.11844228686,1012.02291390901,1023.24313059685,988.649425287356,1009.05758933916,1012.40616274185,1005.87720570963,1000,1056.36800281725,1056.36800281725,1050.99205544314,1054.79623273638,1061.2790077614,974.206896551724,1057.68441696079,1062.0561334393,1061.01625500312,1000,1041.12377112137,1041.12377112137,1038.74485950143,1038.47945903755,1050.87728030781,988.738127544098,1039.72483939757,1038.01202206162,1037.37312485387,1000,1057.19849262613,1057.19849262613,1064.990277166,1063.19615735751,1079.06514257382,1076.41509433962,1066.31836415534,1061.39193935184,1094.0724971146,1000,1032.24333396885,1032.24333396885,1029.09249755365,1031.98399856077,1034.3448770691,1035.87896253602,1029.82010329134,1034.21813303304,1029.06720618321,1000,976.924853442774,976.924853442774,980.669789379807,978.599120115864,987.278601110744,1004.65793304221,976.397668394037,979.310838830504,967.218339346793,1000,992.045355861202,992.045355861202,990.934786357867,989.298336515516,996.978249730087,997.829232995658,989.396350670771,988.009493607934,994.040534443192,1000,1026.32140604654,1026.32140604654,1027.4315210697,1029.79746591776,1039.5869381602,991.666666666667,1032.77167443292,1028.93787078548,1031.96972395772,1000,1021.92695695972,1021.92695695972,1015.63991605805,1016.62321930336,1024.62229811594,1023.54651162791,1020.50567231826,1018.28323069006,1026.50136874994,1000,1003.37819662924,1003.37819662924,1001.61601510568,1002.32508164334,1010.74302703696,1004.8048048048,1002.47947640612,1000.02555284404,1053.85551327356,1000,989.127295513474,989.127295513474,993.665515685096,988.720816444515,1002.77270176932,1030.03003003003,991.489967386027,991.194541549219,992.347122452166,1000,942.317059057426,942.317059057426,945.982383081232,937.142827072461,954.09584478731,954.636233951498,937.068062423951,938.183886000125,936.879958757925,1000,898.147611787991,898.147611787991,900.489032919944,895.21633733741,902.894077914054,937.921348314607,890.660175866172,898.170667611875,904.476403632486,1000,1042.72922133857,1042.72922133857,1039.01749303754,1040.44545973729,1045.05212705557,1100.46511627907,1038.03464255869,1041.04619225478,1034.59000102624,1000,1076.91754965931,1076.91754965931,1078.84351952107,1071.74123600609,1087.90386299896,1084.89736070381,1075.35380351373,1074.35088425961,1078.02982925401,0.2
"3",1000,979.513063255239,979.513063255239,986.50524632317,985.762589869608,990.588285520681,1015.37708129285,982.874210577399,987.221448593363,973.55653369794,1000,1034.29132636504,1034.29132636504,1042.98885138061,1032.75240417377,1055.80090985804,996.688741721854,1035.58022921607,1030.54216620911,1036.85822648076,1000,1007.2151391755,1007.2151391755,1002.37987031078,1004.65695038237,1012.43035301113,1020.49019607843,1005.86176962427,1003.40695686084,1002.93249349374,1000,1037.6830838524,1037.6830838524,1047.14912757556,1043.57003438987,1058.27929521063,965.04854368932,1046.6346066542,1045.23968600777,1069.49743213027,1000,956.510791332207,956.510791332207,952.853796147559,956.27048257143,958.174829221861,986.080947680158,954.265345692937,957.939778838551,948.937452758852,1000,1005.19599903697,1005.19599903697,1010.07671622428,1006.91871717151,1018.28679175791,961.408199643494,1004.65355782475,1005.2580996039,987.976614508629,1000,995.206143215203,995.206143215203,997.375226931332,992.450371503551,1003.59124501554,947.46835443038,992.548697944832,994.291939529354,997.770331430492,1000,976.915888810162,976.915888810162,985.009335712591,980.22461656216,996.472737222506,960.994263862333,983.055651302324,984.818104600376,987.293701168147,1000,1050.4607309449,1050.4607309449,1049.37651582847,1045.00890476761,1059.55824790611,1076.06752730884,1048.99976184806,1047.57403474489,1052.38982297952,1000,1001.27907906307,1001.27907906307,998.809569230099,1000.22816724659,1003.61092611098,989.058039961941,1000.38223900778,997.419520403009,1046.50240846715,1000,1029.05125438,1029.05125438,1035.17229863613,1028.62836867289,1045.94493755157,1007.78210116732,1031.50929033267,1027.25306900709,1033.01256977091,1000,1014.21923803621,1014.21923803621,1009.71926432327,1008.65019355084,1018.00364574526,1035.20157325467,1008.56972409089,1008.29044965486,1004.89440999307,1000,989.603922663188,989.603922663188,987.183142265785,986.374163259918,992.571720682624,1043.97163120567,981.354058318317,987.988388014799,998.564318733299,1000,978.416019867678,978.416019867678,976.989958659919,976.273115563742,981.153809377722,994.62890625,974.010992185736,976.757296571044,971.96812755639,1000,1004.88545425995,1004.88545425995,1002.63184066945,1000.05537019413,1013.95744798621,1009.12659470069,1003.42630285477,1003.96557203309,1003.56008762017,0.3
"4",1000,976.715192964506,976.715192964506,986.314377726381,982.946868500108,991.104956327522,1040.44006069803,980.066739542594,985.355073788112,975.068412370475,1000,952.560957791348,952.560957791348,958.606613768636,951.143642225498,967.403300213571,929.944674965422,953.748010706691,951.303850407176,951.404024091332,1000,1055.45950461298,1055.45950461298,1055.07209075864,1052.77878172541,1061.40169593131,1063.95786305493,1054.04131032604,1055.22024847332,1044.81194196114,1000,972.315870709204,972.315870709204,982.529194797286,977.831982060282,995.209370350883,969.230769230769,980.703506416722,977.906001859253,1001.94702906277,1000,997.509058785575,997.509058785575,992.582624228082,997.258449834843,997.856297855522,1028.78787878788,995.167368146557,998.964679806355,993.065308537836,1000,969.612133543588,969.612133543588,970.379782914959,971.273867581058,976.026144896487,1007.53768844221,969.088894710963,972.402083132054,958.042681502789,1000,988.804822398324,988.804822398324,991.193898240419,986.066776239256,997.441868927641,992.663817663818,986.164470229563,982.956157092655,987.335986971576,1000,962.382131284814,962.382131284814,965.362607575149,965.641634484918,975.955210312047,966,968.430551400068,964.99323454654,975.09903797479,1000,1021.13020625625,1021.13020625625,1020.07145244257,1015.83060368673,1031.24410411416,1050.25641025641,1019.7100297268,1014.12760603484,1026.36878633615,1000,983.407960150695,983.407960150695,987.336068512756,982.375805312592,994.046949039516,983.475177304965,982.527127156373,981.516491103928,1029.43756540594,1000,985.65557102672,985.65557102672,989.032572552233,985.250518653135,999.924741916165,996.343178621659,988.009950189293,984.917389534181,990.519497287224,1000,1004.90892917536,1004.90892917536,1001.35406766559,999.391007289793,1009.40916824111,1014.65149359886,999.311276521734,998.426669698517,998.146868936933,1000,995.757428568505,995.757428568505,995.306873746738,992.507586035908,999.635419315339,1008.88252148997,987.456265327376,992.88957619706,1006.07116112113,1000,953.94362309806,953.94362309806,952.855583954566,951.854317675684,959.731821526197,960.39603960396,949.648775117824,949.350526671448,949.021770387836,1000,1017.39236217016,1017.39236217016,1016.834370656,1012.50216238035,1029.12102039539,1012.55144032922,1015.91505001624,1013.04171627852,1017.36898724296,0.4
"5",1000,973.805012201128,973.805012201128,984.997300126252,980.018120090401,988.249042423298,967.498613422074,977.146572647692,981.176215389462,968.410890223618,1000,977.890937602725,977.890937602725,983.927476258984,976.435933556809,993.046712616336,914.012738853503,979.109555979716,977.541410366458,977.001907731997,1000,1019.71815690722,1019.71815690722,1019.56441846369,1017.1282121579,1026.92356879172,1022.82734646582,1018.34798736676,1029.74382439421,1013.56978223205,1000,1013.02273285626,1013.02273285626,1022.75254320405,1018.76978107787,1032.9711596764,962.930563149262,1021.76152433606,1024.5737626977,1043.36410011541,1000,982.597432330818,982.597432330818,981.022229632961,982.350569699005,984.770327211882,981.349206349206,980.290747304805,983.597757425783,976.928492788503,1000,986.560616714254,986.560616714254,989.486043948951,988.251397285274,995.121737456838,1001.0752688172,986.028231848651,988.356514389121,971.147586001964,1000,1007.16701633122,1007.16701633122,1006.07482710561,1004.37812441025,1013.57948695706,996.945701357466,1004.47763258669,1004.70308666531,1006.40028519133,1000,983.756253030475,983.756253030475,988.679670656643,987.088148491371,999.465550388868,942.292923752057,989.939006134372,987.833930888116,989.74059501344,1000,1030.94585918578,1030.94585918578,1027.5791470665,1025.59531398507,1039.3157227823,1011.81102362205,1029.51203115545,1040.18426494065,1034.8503534601,1000,970.696576449883,970.696576449883,971.743360623652,969.67776309031,978.907153047444,933.842794759825,969.827128970648,969.886082870848,1013.52269581506,1000,1026.63873982778,1026.63873982778,1031.11105932419,1026.21684553671,1041.70075258872,1029.46009389671,1029.09101314474,1028.28682921933,1027.30944269078,1000,994.227565434685,994.227565434685,991.272985457008,988.768294566182,999.700720448514,988.914155770324,988.689411271272,989.495718981386,986.500883925779,1000,999.840529014143,999.840529014143,1001.65198469408,996.577360511674,1003.42195183932,1051.88059701493,991.505326877239,997.778457569742,1008.28174125979,1000,990.358524456028,990.358524456028,989.176382246116,988.189463952722,991.975901457859,997.779043280182,985.899729192366,988.228931661513,984.90053170332,1000,1022.62360564352,1022.62360564352,1020.83240381743,1017.70826135029,1030.82215800692,1011.95652173913,1021.13869742357,1019.16502602844,1021.35583374464,0.5
"6",1000,942.453171984305,942.453171984305,951.98942325812,948.466247666561,956.305480830587,945.866417561887,945.687150247697,949.206594084018,939.089482367185,1000,1014.70507865647,1014.70507865647,1017.16870885276,1013.19529884556,1027.72390932449,976.890359168242,1015.96957371264,1016.67937456412,1013.69208437941,1000,1016.48487269141,1016.48487269141,1014.21975776682,1013.90314004209,1022.26961292186,1027.54462132176,1015.11904763332,1013.91378899063,1006.76591784522,1000,1031.23519060852,1031.23519060852,1038.28700900068,1037.08556116393,1048.1568976546,996.279069767442,1040.13109097194,1037.65913285406,1060.24785528106,1000,1019.56869607291,1019.56869607291,1016.21178945794,1019.31254497446,1021.25932727343,1022.23310479922,1017.17521959227,1020.62357399424,1016.29352783014,1000,997.791983778395,997.791983778395,998.763718212999,999.502012814128,1006.03575174383,1009.59571358987,997.253538048671,998.816837777278,983.928245716573,1000,972.996092382573,972.996092382573,972.228312616998,970.301821326052,979.203579093232,974.270931326434,970.397953412653,972.005404621259,971.355506843003,1000,986.549754300662,986.549754300662,990.360744944412,989.891111103403,1002.13905159787,950.395901257569,992.750064120052,990.393181580904,996.332432709509,1000,1036.66358886794,1036.66358886794,1030.56883692433,1031.28336900408,1041.95959617518,1060.22395326193,1035.22180868279,1031.49631018987,1037.24493562413,1000,988.61309870209,988.61309870209,989.786450843029,987.575480710183,995.818365495698,990.081068192656,987.727603494362,986.253270049601,1032.45316046433,1000,993.854794392467,993.854794392467,997.982117649594,993.446372571193,1009.40786820434,1016.02941176471,996.22875857156,994.037338490782,992.57773086354,1000,1022.21672002375,1022.21672002375,1019.25617509102,1016.60376162777,1028.70615866561,1014.21778411793,1016.52265763731,1017.09779766562,1012.32690597077,1000,984.330832553712,984.330832553712,984.720892931621,981.118282876449,988.170746648413,1049.46942900455,976.124927491019,979.819822169276,991.849460484846,1000,977.450996216778,977.450996216778,974.993260170057,975.310205485487,980.722733035821,1002.76699029126,973.050313267352,976.461978343132,970.122700980078,1000,1032.40825928932,1032.40825928932,1030.88835169365,1027.44588406389,1041.30199365074,1023.96968261487,1030.9091431902,1029.04358806903,1030.75882223542,0.6
"7",1000,968.331090873556,968.331090873556,975.888548731527,974.509273841145,980.816712022037,976.368876080692,971.653867848308,973.60055562485,961.90881924435,1000,987.451447448,987.451447448,991.390114543334,985.982218318313,1001.22235922995,954.470909800859,988.681979845812,986.945990913091,984.433831726902,1000,1008.23732453325,1008.23732453325,1005.94955043849,1005.67653952903,1014.08916207023,995.062224006423,1006.88258149737,1006.19357884213,1002.70839305398,1000,1008.40481093903,1008.40481093903,1018.35950374408,1014.12566091348,1030.29766890072,988.79173290938,1017.10376613935,1014.20489396822,1034.85526201625,1000,974.276931425203,974.276931425203,972.854919300047,974.032159192452,978.094754537825,990.201729106628,971.989779093065,973.784969064773,965.839230306305,1000,1018.06710551905,1018.06710551905,1019.87865009931,1019.81188232531,1025.64941934843,1026.35723166183,1017.51771857824,1020.50658516436,1000.32928182069,1000,1007.1532197477,1007.1532197477,1006.81573484905,1004.3643660301,1014.87130014429,1007.27496917386,1004.46387284344,1003.658119661,1004.67134467039,1000,961.980019952616,961.980019952616,966.054960293116,965.238161237185,976.545434496398,970.670505964624,968.02591286148,964.69848958156,970.472749145008,1000,1030.50157036378,1030.50157036378,1025.39301862598,1025.15333099457,1036.45963413388,1022.11888394662,1029.0683602454,1025.85759658447,1029.9516131785,1000,993.836753146654,993.836753146654,993.408164245064,992.793652567229,1000.7936357914,985.563665855637,992.946579140937,997.060181966327,1040.80590378735,1000,992.897796410723,992.897796410723,997.175884517754,992.489767865068,1009.31881095558,998.925175692435,995.269474663401,994.861928530566,991.329782234851,1000,1021.02863946369,1021.02863946369,1018.19482449269,1015.422204779,1027.06526625567,1027.92531120332,1015.34119505237,1016.29846392834,1009.32214989265,1000,1000.37221635558,1000.37221635558,1000.93400927667,997.107312591002,1004.27328023832,1046.0775862069,992.032581790368,998.097052361597,1002.47034738405,1000,984.988703614504,984.988703614504,984.765247158157,982.831403969523,989.140785739619,989.174616341767,980.554084375124,985.383033380069,974.486569927533,1000,988.788022410334,988.788022410334,985.486120352026,984.035312286736,996.646367279299,979.829890643985,987.352245400918,983.176998923219,985.094080696334,0.7
"8",1000,993.348500025468,993.348500025468,1000.52377348596,999.686300021337,1005.20335361956,1006.45629307218,996.757122917884,1005.0006340225,987.560746851706,1000,995.293476408095,995.293476408095,999.817595048469,993.812579122557,1010.48291025754,955.643769416638,996.533781307355,992.207590921787,990.960029734305,1000,1033.49413508842,1033.49413508842,1031.61275211066,1030.86920123734,1039.43620515666,1028.76516773733,1032.10545511391,1031.54627452725,1024.80987601349,1000,1035.52769157794,1035.52769157794,1045.54290513514,1041.40241421277,1055.87867445985,1005.72733661279,1044.4606209928,1043.04228116953,1066.43056702834,1000,991.272007101853,991.272007101853,988.039264126301,991.022965115314,993.328708201739,997.575976845152,988.944958180034,992.320514964907,983.386996130683,1000,1004.99127533418,1004.99127533418,1007.22113852089,1006.71364261055,1012.96636164949,1029.17123037605,1004.44894459851,1010.15202981205,991.439364969783,1000,1001.35956988315,1001.35956988315,1002.14072361372,998.586759049243,1009.73003502792,984.158415841584,998.685693449539,1002.71388703242,997.285495691547,1000,964.819173064566,964.819173064566,969.306622949356,968.086930309733,979.552159548194,959.029745042493,970.882909603559,968.549849180508,973.550768524243,1000,1046.1925286322,1046.1925286322,1041.66729061876,1040.76285416073,1052.99138072147,1047.85740007202,1044.73749570364,1042.49727999614,1049.14125983302,1000,1004.02299283231,1004.02299283231,1004.4783572017,1002.96920108807,1011.42528552652,985.829251224633,1003.12369506883,1005.2653200847,1048.77409133043,1000,986.080065375185,986.080065375185,989.65996143677,985.674838556846,1000.59010649493,984.266477675407,988.435458503161,985.410195851838,986.519824057583,1000,1008.15227850142,1008.15227850142,1005.57433520752,1002.61654749136,1013.99566246955,999.014778325123,1002.53655939179,1004.56921101636,995.304719302525,1000,1010.77058935327,1010.77058935327,1011.94682035732,1007.47174853347,1014.94186655514,1046.38109305761,1002.34426842326,1008.33808998186,1017.90934327001,1000,1010.94164703683,1010.94164703683,1009.42212183234,1008.727505851,1014.48190068442,1009.96402877698,1006.39018237394,1011.37584016682,1001.17823597916,1000,1002.9790880928,1002.9790880928,1001.06019324399,998.158167169711,1012.27120711301,987.962316817865,1001.52270484081,997.169558374659,1002.06856629544,0.8
"9",1000,982.731014953378,982.731014953378,990.419371849841,989.001072865935,995.133533745468,991.610845295056,986.103204506764,992.007268996501,977.589966850551,1000,998.528037398502,998.528037398502,1002.89692284631,997.042327409271,1012.92671688053,957.365525672372,999.772373110722,997.595211226924,998.705865472818,1000,1011.73862029039,1011.73862029039,1011.85286403897,1009.16894247348,1020.69839845743,1001.28245229903,1010.37917265181,1022.11969225452,1004.96512312025,1000,1010.37487468014,1010.37487468014,1019.41092142009,1016.1069011573,1030.39313604782,981.971227425773,1019.09082453979,1015.99645203532,1036.52033245331,1000,992.947674341057,992.947674341057,989.530332095102,992.698211368658,994.798587382373,991.573926868045,990.616691726352,995.144590791743,984.639431300897,1000,999.866203979151,999.866203979151,1002.59830870812,1001.57978784077,1008.78476331129,1001.62059103908,999.326638922926,1001.12444198748,982.328382059072,1000,1003.7823339346,1003.7823339346,1003.92283173503,1001.00281435529,1011.45937945938,985.152563699276,1001.10198812486,999.494842683345,1000.47607265443,1000,980.469100891574,980.469100891574,984.841903430116,983.789863058773,995.110639519995,982.713695583095,986.63119476202,984.513387610639,990.438306310492,1000,1028.14058606053,1028.14058606053,1023.57912246253,1022.80460005372,1034.50899675925,1034.00447427293,1026.71065957285,1022.16583034591,1027.12800567969,1000,998.390987643545,998.390987643545,998.301378574246,997.343107079251,1005.57494788799,993.619709412508,997.496734435533,1010.08657132128,1044.15713516912,1000,1000.79307209817,1000.79307209817,1006.19977133568,1000.38179901126,1017.31399260745,1004.34782608696,1003.18360934491,1002.95744398552,1003.2288490818,1000,1009.43423752855,1009.43423752855,1008.02629013248,1003.89146732363,1016.68369211484,1004.20353982301,1003.81137751178,1004.08066613234,1000.42837337053,1000,1003.04962813416,1003.04962813416,1003.09317731342,999.775986130297,1006.33967582467,1038.85941644562,994.68767324112,1002.25116167401,1008.17903170341,1000,996.192907936648,996.192907936648,994.92164209296,994.01106910059,1000.05339265505,991.298865069357,991.70784509333,993.949114394026,990.393029054735,1000,1003.48769482136,1003.48769482136,1000.93672452795,998.664329228337,1012.20280257296,988.926905132193,1002.03057304318,998.092303471794,998.130398681361,0.9
"10",1000,980.946502876939,980.946502876939,988.431508095572,987.205175177467,992.772591681817,989.641319942611,984.312568971422,985.233300332061,975.524782905719,1000,990.728159219886,990.728159219886,994.559431891627,989.254054670353,1004.58867729281,945.152505446623,991.962774957699,989.88841670987,985.031357121564,1000,1022.10055151467,1022.10055151467,1021.17204982724,1019.50455580866,1030.07495849126,1014.01869158878,1020.72718081073,1019.35328113221,1013.36194498946,1000,1017.69469159252,1017.69469159252,1026.64144814396,1023.46824462126,1037.68809219557,986.434108527132,1026.4737854978,1027.74581272084,1044.42959286288,1000,986.487026746092,986.487026746092,983.069737299116,986.239186912953,988.180642787866,993.528904227783,984.171210748534,986.246256789243,974.264621797055,1000,998.545324113744,998.545324113744,1001.38738621888,1000.25664423406,1007.62543995114,1005.35970192032,998.006471853507,1003.00955822064,981.498245391215,1000,997.733336007863,997.733336007863,997.88399216195,994.970566382809,1005.06915590716,988.305421515754,995.069142510927,994.875853181805,994.4750228379,1000,978.574289146976,978.574289146976,982.980771373037,981.888633754305,993.332142777948,974.337795499857,984.724474424049,982.043248924739,987.510224734123,1000,1023.25395556976,1023.25395556976,1018.52678432911,1017.94333087275,1029.47146644437,1029.39994257824,1021.8308253534,1016.40293350486,1028.17685314083,1000,997.481813094572,997.481813094572,997.929229240118,996.434886772004,1005.29732053506,990.558548341367,996.588374229104,996.963662637562,1038.78026920725,1000,990.846956313202,990.846956313202,995.497896687358,990.439770554493,1006.64386562076,988.211845102506,993.213735841281,989.320565551297,992.914374779267,1000,1009.24607392848,1009.24607392848,1006.99878401723,1003.70433692369,1015.37478455287,1002.39043824701,1003.62426204098,1003.1819281765,997.827856858919,1000,994.294865378841,994.294865378841,995.502515118018,991.049796197589,998.728310834774,1035.09973206311,986.005894841919,990.439887029798,998.01740135145,1000,997.616138143793,997.616138143793,996.375939064575,995.431182181611,1001.29649339473,994.86301369863,993.12466762896,1007.20637503847,989.301090251536,1000,1009.27495761444,1009.27495761444,1006.30296236497,1004.42377495463,1017.36787553857,994.664420106712,1007.80943239824,1005.28302384973,1007.21802723381,1
