"","Nh_real_1","Nh_basic_sum_1","Nh_basic_mean_1","Nh_PIMLE_1","Nh_MLE_1","Nh_MoS_1","Nh_GNSUM_1","Nh_MLE_mod_1","Nh_TEO_1","Nh_Zheng_1","Nh_real_2","Nh_basic_sum_2","Nh_basic_mean_2","Nh_PIMLE_2","Nh_MLE_2","Nh_MoS_2","Nh_GNSUM_2","Nh_MLE_mod_2","Nh_TEO_2","Nh_Zheng_2","Nh_real_3","Nh_basic_sum_3","Nh_basic_mean_3","Nh_PIMLE_3","Nh_MLE_3","Nh_MoS_3","Nh_GNSUM_3","Nh_MLE_mod_3","Nh_TEO_3","Nh_Zheng_3","Nh_real_4","Nh_basic_sum_4","Nh_basic_mean_4","Nh_PIMLE_4","Nh_MLE_4","Nh_MoS_4","Nh_GNSUM_4","Nh_MLE_mod_4","Nh_TEO_4","Nh_Zheng_4","Nh_real_5","Nh_basic_sum_5","Nh_basic_mean_5","Nh_PIMLE_5","Nh_MLE_5","Nh_MoS_5","Nh_GNSUM_5","Nh_MLE_mod_5","Nh_TEO_5","Nh_Zheng_5","Nh_real_6","Nh_basic_sum_6","Nh_basic_mean_6","Nh_PIMLE_6","Nh_MLE_6","Nh_MoS_6","Nh_GNSUM_6","Nh_MLE_mod_6","Nh_TEO_6","Nh_Zheng_6","Nh_real_7","Nh_basic_sum_7","Nh_basic_mean_7","Nh_PIMLE_7","Nh_MLE_7","Nh_MoS_7","Nh_GNSUM_7","Nh_MLE_mod_7","Nh_TEO_7","Nh_Zheng_7","Nh_real_8","Nh_basic_sum_8","Nh_basic_mean_8","Nh_PIMLE_8","Nh_MLE_8","Nh_MoS_8","Nh_GNSUM_8","Nh_MLE_mod_8","Nh_TEO_8","Nh_Zheng_8","Nh_real_9","Nh_basic_sum_9","Nh_basic_mean_9","Nh_PIMLE_9","Nh_MLE_9","Nh_MoS_9","Nh_GNSUM_9","Nh_MLE_mod_9","Nh_TEO_9","Nh_Zheng_9","Nh_real_10","Nh_basic_sum_10","Nh_basic_mean_10","Nh_PIMLE_10","Nh_MLE_10","Nh_MoS_10","Nh_GNSUM_10","Nh_MLE_mod_10","Nh_TEO_10","Nh_Zheng_10","Nh_real_11","Nh_basic_sum_11","Nh_basic_mean_11","Nh_PIMLE_11","Nh_MLE_11","Nh_MoS_11","Nh_GNSUM_11","Nh_MLE_mod_11","Nh_TEO_11","Nh_Zheng_11","Nh_real_12","Nh_basic_sum_12","Nh_basic_mean_12","Nh_PIMLE_12","Nh_MLE_12","Nh_MoS_12","Nh_GNSUM_12","Nh_MLE_mod_12","Nh_TEO_12","Nh_Zheng_12","Nh_real_13","Nh_basic_sum_13","Nh_basic_mean_13","Nh_PIMLE_13","Nh_MLE_13","Nh_MoS_13","Nh_GNSUM_13","Nh_MLE_mod_13","Nh_TEO_13","Nh_Zheng_13","Nh_real_14","Nh_basic_sum_14","Nh_basic_mean_14","Nh_PIMLE_14","Nh_MLE_14","Nh_MoS_14","Nh_GNSUM_14","Nh_MLE_mod_14","Nh_TEO_14","Nh_Zheng_14","Nh_real_15","Nh_basic_sum_15","Nh_basic_mean_15","Nh_PIMLE_15","Nh_MLE_15","Nh_MoS_15","Nh_GNSUM_15","Nh_MLE_mod_15","Nh_TEO_15","Nh_Zheng_15","data"
"1",1000,989.529214291424,989.884977522315,993.315986136868,993.51854431967,986.195300986082,993.435497353023,993.58083865709,999.305693256618,990.699917161189,1000,995.400919816037,995.302176176561,999.873037245221,995.074821621922,986.613882141107,969.477955098729,990.913803471085,996.480248836057,1003.8525858189,1000,1021.63101444065,1021.51042545551,1022.62384506304,1019.51665144091,1014.08312140334,1004.58265139116,1018.16372231898,1018.36289850187,1017.13296417578,1000,1031.89719120271,1031.75677241363,1036.60887823971,1034.45734702992,1020.9374905982,1001.57837837838,1025.17116892817,1034.95086854508,1043.28760456539,1000,992.178592146586,992.497800038174,985.554589858072,986.464836196895,987.682720382881,996.428571428572,994.320080187103,986.956819612254,968.382770509752,1000,981.570592815926,982.170399838894,984.786408079799,982.16327210167,981.435201517916,992.574312955693,986.21342992477,983.293131785671,983.799181050092,1000,993.816166022934,994.006702006102,994.582507240617,991.162610190165,992.873309433793,976.384489350082,996.466194749457,987.9973384804,991.321988901092,1000,1007.82466365923,1007.75950700256,1006.78242126902,1006.50091367185,1001.3500934684,992.703440742763,1007.54003173437,1006.19783098928,1016.42169611964,1000,1000,999.916288881451,1000.90125135878,999.394931860446,990.741883057503,1021.48085106383,997.325762559291,1000.38600001079,1008.67250454571,1000,1015.22030440609,1015.55928166248,1014.76960325358,1013.14556593574,1007.57335822317,1026.89519527957,1012.71042021697,1014.84145364917,1011.15055467687,1000,983.593421342575,983.842579278445,986.77912422046,983.995323851143,980.18621942781,967.752532165343,984.803955707222,985.165109051116,990.868734349627,1000,1012.63288554325,1012.47389485961,1022.34484150249,1020.18657030003,1011.31735498413,1010.19694868239,1018.11878835321,1021.70528479481,1020.95593487515,1000,997.26257318121,997.485266014806,999.794592532861,997.673450123546,997.111570601016,1000.70175438596,1003.26509530756,997.538790075736,981.945989662426,1000,1000.07983075879,1000.29992895152,992.994977220417,994.109056842917,988.828337346241,996.387738193869,997.172588201153,994.043079742055,992.492998063474,1000,1012.46822903116,1012.76757604862,1007.62798565132,1006.71051904262,997.919351628588,978.898145659769,1004.80127997352,1005.81173197594,1008.31817104021,0.05
"2",1000,992.794554998902,992.830595877346,993.657914006063,991.989363470168,988.481324424709,1002.31738035264,992.786848889751,991.170701506882,985.992473275138,1000,992.675019012929,994.316005165839,1002.04663894478,997.541899441341,995.416279453842,957.683024939662,1000.5673580029,998.869376951383,999.922937525139,1000,1005.29206190714,1004.9062198246,1008.15993868858,1005.54307116105,1005.03874071167,969.371489703129,1009.47089173438,1007.55414136399,991.229950296918,1000,1009.8344926841,1010.9129565516,1015.69436965996,1010.20357152776,1006.14515128564,986.290672451193,1007.74068430531,1013.66182459105,1011.62408098559,1000,997.683983548297,998.134857328793,994.398889427147,995.776480030998,992.451853249668,994.702792369367,999.899949974988,995.800248891969,982.025298455334,1000,1003.15293742018,1002.96514422081,1011.68461354095,1010.42405292985,1005.4524845859,1029.12709695763,1010.98851987375,1012.10727792741,1010.1247331123,1000,1000.25965206623,999.939338271099,1001.70439837865,997.112991538079,998.523167358595,991.137987905443,1001.93397799266,996.646963156427,1006.11956391964,1000,995.159767829527,993.920175585215,996.229986702008,997.09334823924,990.160918293231,984.708804857853,997.846334573322,996.242334659776,998.187683634657,1000,1005.09337860781,1004.66467168381,1012.32271846573,1009.11901512408,1002.32031417654,1016.28050490884,1005.50621669627,1011.15707081707,1015.90274640618,1000,1010.10706295941,1011.6393146292,1007.56162891987,1004.72971108474,1001.4833303334,1002.21304706854,1005.84688697814,1003.81174560637,1009.30761248676,1000,981.971538215542,982.258722462577,987.117470072805,984.021364192723,979.898436085454,965.436681222708,983.966620305981,985.290444470922,982.874325225654,1000,1018.70561168351,1019.10260406693,1021.33700521986,1020.89552238806,1009.07243940524,1035.07622811971,1016.00814748613,1017.74001379539,1018.96871627174,1000,983.963413416412,984.171674466312,984.659700887421,982.670360110803,983.25628170676,986.496106785317,987.635897935604,983.032845168158,970.423108142086,1000,998.663128279825,998.14297672916,990.225466962853,990.517028119073,985.783836108026,968.189145620634,992.925584310916,991.028242515724,985.777141463347,1000,1021.85836102326,1021.52814557363,1017.21755047309,1014.04254145171,1009.54242443628,992.600594112881,1013.86772220422,1014.32865429782,1010.97760974739,0.155555555555556
"3",1000,993.465100428978,993.677594987843,1004.7770745731,1003.09785511483,999.021357709559,982.737537868356,1004.57338316336,1003.81527785646,998.949138925624,1000,973.566866187282,972.752457106799,983.930382771585,981.588051641212,978.613100777638,950.910081743869,983.9057775397,980.133995750235,974.582330863055,1000,1010.59152677858,1011.54986935237,1007.97569934981,1006.42379346564,998.926875259326,1012.52502780868,1004.66733349429,1007.05435858604,1007.18535178348,1000,987.535569716645,986.613192813603,994.173139302422,990.829377268919,988.663466373042,973.432098765432,991.334595262875,989.59872139686,982.574321543317,1000,975.414910826626,975.082758387954,980.537985380807,981.489337947974,982.711755600744,1024.01863715783,989.825833010802,980.697370278682,963.133125093679,1000,986.494068611735,987.654598553584,994.276023547343,991.845985952934,987.983068633779,1014.47052089296,994.154933527795,992.139433546307,989.586817336467,1000,994.248481679604,994.593159630388,997.236720731632,996.969612099146,991.894890021662,979.279229711142,999.131295128095,997.499293854816,998.93423083384,1000,989.368280374205,986.767161645128,995.490021124676,996.595412178378,991.72680918342,992,999.202585302388,997.307130189561,1000.53313098629,1000,1000.96342981012,1001.28013085438,1004.68037483341,1003.00008380122,997.060903716958,995.740432612313,1001.80376237209,1004.77049269193,998.724268160042,1000,1005.63702381191,1005.42745199746,1006.41471157862,1004.86093710849,997.402021118041,1005.11278195489,1000.04433115372,1006.63352724322,1014.60799064826,1000,982.351647912378,983.258338853495,995.065356254371,991.177211998992,983.610100082302,974.607546130543,988.546846192525,993.158025935723,1005.6505470167,1000,995.709187151622,994.408984210746,998.554161151139,1001.96721311475,992.346408631933,1030.11235955056,1002.45179468848,1002.83202388855,1003.12738311508,1000,987.906455229857,989.316669988271,988.685969544002,986.937074593694,987.140988644,993.978735310576,991.952642895038,989.540261063168,970.67287030926,1000,1006.77309144672,1007.04589482253,1006.06418077539,1007.29635182409,1000.3538394299,1042.55172413793,1007.31732711409,1006.3278392236,999.642880661337,1000,1005.58771104124,1005.39554424628,999.713503725636,999.784286069858,992.770863331598,987.737704918033,999.652967405205,997.652420059186,1006.66195916444,0.261111111111111
"4",1000,967.774319847405,967.335226125189,973.420420266445,972.83659910857,970.867890768683,962.396006655574,976.092704055802,972.693397201323,954.708564677153,1000,988.430081787353,988.934038691765,993.3957979921,991.440640284571,986.875380451447,1021.06468231254,993.587467362924,993.390481196771,983.485538631925,1000,1010.34144780269,1010.23706424505,1005.12386603021,1005.47983079433,999.465338921456,975.253419147225,1006.21705748081,1008.23299711714,1002.17115374523,1000,1006.21990369181,1005.41361971176,1009.91196293466,1007.39335435092,999.076281530605,1022.02094537221,1003.25081270318,1006.66897023023,1000.52915442261,1000,998.065530165639,998.715252436807,996.112071487405,994.633792603336,992.428525731235,1020.06864988558,998.337112622827,994.146073503119,982.748008000649,1000,992.130073505912,992.379438445946,990.732138072988,990.812877486563,990.56224712537,997.0002787845,996.750188132334,992.005805386129,987.642793925159,1000,987.829777012691,985.746262614236,989.818062507315,990.24580569645,986.672072603648,1002.31311706629,992.597145012152,995.049769799521,986.363094688199,1000,1019.9569789675,1018.43124972659,1012.99740511705,1014.36628242868,1003.59713689151,1025.0542118432,1013.34872407965,1016.41745566072,1010.39211371426,1000,980.061442081802,979.951013086197,979.796392213433,978.129087923404,973.838604390626,978.101864736989,977.843320023929,976.611353394585,992.490479182689,1000,995.987158908507,994.228202045203,995.164908580607,996.287004515805,991.296512855228,1009.62711864407,997.663610099234,995.120632993969,989.497406519198,1000,977.919884169884,977.819742649121,973.087924134626,971.601409662292,970.629037099777,984.357604723081,975.968446652683,969.483395142281,964.705794364192,1000,998.298127940735,998.497884177626,1004.12847947487,1003.30342919427,994.691721983987,974.727124626663,999.96378880517,1003.84271263614,1008.9814995855,1000,992.114067229568,991.420264655566,994.238825787785,992.540121748755,987.369867934887,1001.96648044693,992.581319091827,993.42499908062,992.000290730259,1000,1008.0758005837,1008.52729494871,1011.18438402789,1010.17137769864,1001.00932317089,1003.30478032606,1008.16592855854,1012.64715140418,1018.08880918638,1000,1010.98287787279,1012.37464955925,1005.82322529285,1003.36300692384,1001.14085793879,980.88638195004,1005.76024015919,1004.60827242688,995.80993861431,0.366666666666667
"5",1000,998.582013540772,998.924344488662,1000.21451617369,998.529942029789,997.109413892247,1011.23595505618,999.902787229019,999.159037238042,990.311854797635,1000,1001.58793171894,1000.84754835085,1001.91594119487,1000.85950413223,995.219194092152,983.785540211211,1000.71477265685,1001.46794235229,1006.22699230759,1000,1001.66309335364,1000.12957421853,1005.05080945063,1006.93243810323,1000.46926154908,981.800327332242,1006.67897298204,1006.60747258784,998.772076195449,1000,1006.97350069735,1005.82397380848,999.432541744589,1000.21439762513,991.722162439926,1009.67813540511,998.958183203278,998.497270440766,994.866910164491,1000,1000.97900141855,1000.77537478777,992.434657688756,995.556536858665,992.54810779371,979.418951941352,1001.95825173951,996.506363716325,975.47438394391,1000,1019.18993630063,1018.52388979296,1017.63379488006,1016.92205196536,1006.48393771734,996.290454174599,1012.53731343284,1016.88276792355,1016.4626267393,1000,1000.62088165195,1000.74674609895,992.750322605521,995.219123505976,991.922031859902,970.620615218565,999.845733703016,996.112173238364,986.451335294563,1000,995.377813504823,995.203748688839,1008.57806972863,1004.60871034988,1001.33976958401,996.134078212291,1002.87124397137,1006.91788085678,1004.10193898593,1000,1008.66999454336,1009.15108111094,1010.63030178647,1012.03109158499,997.836772671763,1001.25940373363,1005.22962662508,1012.4801872172,1027.59634842421,1000,1016.73438191399,1018.29868265581,1020.86959974527,1020.18163471241,1008.78692400452,1006.52654867257,1014.06331626789,1021.15695300106,1017.89357186742,1000,1002.44449787609,1001.66910978778,1003.94812174266,1002.91226995573,994.819255991757,998.935108153078,998.983589053823,1003.45497382721,1005.69351552763,1000,1005.73330125892,1006.27550480362,1013.06174846244,1009.03377189307,1001.6639189631,989.92600712524,1004.06240227928,1027.37270029223,1002.01263508884,1000,1007.24838594685,1006.99233822307,1002.54665725055,1003.29324091071,995.83179480247,986.242930245085,1003.06651418554,1002.81893832138,1006.63820077198,1000,1004.04582598942,1002.11042821764,998.453596686283,998.688470158546,984.975979244294,993.219592735278,993.834928064982,997.530058240349,1006.71620831982,1000,1007.51639213178,1006.26644898582,1007.81966151299,1006.043803715,999.572041331154,993.647316538883,1004.43564849735,1007.12914861432,1008.18663790302,0.472222222222222
"6",1000,966.083656298319,964.296658523012,975.841011617793,979.698503832339,971.20135769899,954.510884541196,981.537655051253,980.276073258333,980.937587287881,1000,981.078486278902,980.957142837917,982.879297729908,984.171218370304,981.374599656703,1019.51501154734,989.943867861723,983.074831616431,975.517577185085,1000,974.984352601506,974.626672886168,982.209475497013,982.669153807021,981.374935356503,934.393980112873,986.901881195847,983.003243035343,965.078667352114,1000,999.540211502709,1001.52479221227,1003.52051206559,1001.69732045967,997.665619361164,991.735537190083,998.779269781378,1001.55034719073,1017.81675486871,1000,999.540303399756,999.360261802421,1001.56648007499,1002.03706795792,999.675110655234,948.806324110672,1006.09684539942,1001.70835269476,994.66675058358,1000,992.016646991736,991.186888874152,992.730359865869,995.110528809969,988.342711773051,983.134122831176,995.013448915028,995.158041933599,993.232801570369,1000,983.279460473283,982.673537400402,980.539308224862,978.559805841308,976.097030830525,982.053694990313,981.347494191835,976.873467578292,976.796801675204,1000,1014.94383591708,1013.6817395128,1017.74436265744,1018.1353199533,1011.83730159397,1044.08209806157,1016.97625989171,1019.2115330378,1018.84178678405,1000,966.084687938993,963.925334614251,968.451768293557,971.462204658202,964.496746672375,1008.75436554133,974.350108578778,970.516928999613,963.264231277456,1000,987.553519864582,987.265468174982,989.961589696078,987.903270433291,985.249609190664,1029.55017301038,990.651119881804,987.692758063176,987.660573643498,1000,978.718263635815,979.307651907983,987.12739834137,985.393321696041,984.942660658648,1004.56946039036,989.180939460743,984.228536908697,977.594086480626,1000,1004.98488518748,1005.63917770644,1012.1529997396,1010.00391214441,1004.30891376856,994.059405940594,1008.1586544496,1010.92691216943,1024.59500356211,1000,987.09626030507,987.653829901848,995.721343615947,993.774015704182,990.647636874977,943.441712926249,996.228943071276,993.521153956715,997.206403855378,1000,971.428571428571,973.002128950669,984.777070403384,985.988548332772,983.805906975257,1040.54502369668,990.457393792865,986.605714783749,976.035969847173,1000,995.293882046661,997.17160549107,994.757321017816,995.410164399566,987.972288171889,1008.56820744081,993.758461485056,996.175106532986,988.999765321174,0.577777777777778
"7",1000,1009.83842585186,1009.11165717708,1009.07235927626,1006.22665006227,1000.5701795943,1010.84236864053,1003.1936100209,1007.29073292261,1016.60478472177,1000,989.964686870299,991.931350248706,995.5375294756,990.364251261296,985.389931951259,972.676286414375,988.152317468659,989.810045573759,990.358258119182,1000,1012.67343383987,1012.59156644181,1004.06407368325,1004.5126055056,993.901473269357,993.658935879946,999.309876450048,1004.23906763637,1018.79051370861,1000,1020.75535896563,1021.73092429978,1024.23367356154,1022.55639097744,1007.8235025607,1021.70283806344,1011.40307387209,1022.85490025143,1035.06438120087,1000,1026.23395263536,1027.24261763157,1009.1625733219,1008.03916236062,1003.03418512972,1001.77297297297,1006.80700801304,1008.07215231061,1019.12860358346,1000,1005.6843025798,1006.45988327852,1007.82910643463,1003.88526080846,1003.44547258232,984.914841849148,1006.10311783712,1006.43721635532,991.637109502854,1000,1005.35229269851,1002.52397507885,1012.97195753825,1014.74886611792,1009.43876382742,1001.5142304504,1015.5520842819,1016.94731921844,1003.71187040223,1000,996.77046369762,997.479340577557,1000.43483882728,997.644450602744,993.378806998572,969.305331179322,996.346728661574,999.764955071324,989.958402391441,1000,1001.13765642776,1003.11017203194,1002.8980343266,1002.67081262667,998.501263979983,975.295706184175,1005.21042084168,1003.57926961674,991.676813743148,1000,1003.14110824742,1001.63615438337,1002.46181690517,1003.36783216783,996.989707218577,1024.86857142857,1003.71176137278,1001.66861849525,994.270251545233,1000,991.884580703336,989.986587134026,992.866478626272,993.560257589696,989.467855187885,1010.49050184293,995.211035561202,993.346672017336,999.258199928847,1000,986.378864169793,983.701343115377,989.190510022637,989.087251697259,980.207685366151,981.219512195122,988.024503579253,988.805587954567,1006.35956038972,1000,982.852782909003,984.820951596293,982.918773413824,979.244811202801,982.37244932913,972.784984819211,984.091305713588,980.212514903712,965.990983779836,1000,1007.11701324003,1005.10520466351,1008.34201904784,1006.12914793258,998.571381103681,1008.71681415929,1001.4331603657,1007.64189137532,1022.05559929678,1000,989.367453595242,990.847507429689,983.997069481998,983.909063251929,982.355262336463,1003.81489841986,987.075830304376,984.849603168592,985.747275806739,0.683333333333333
"8",1000,978.399744470175,975.776341926228,987.082767691145,987.524137352028,983.120624957513,999.637393767705,989.330697899363,988.053998666412,997.996508802702,1000,1000.93433791225,1000.55789392447,995.883830997359,998.045315640228,989.555065238865,1040.82687338501,996.639105960948,998.303096193976,1005.2505127728,1000,997.68495218923,996.648104866702,1003.41871881265,1002.64688527354,998.458985889439,983.550165380375,1003.25296970549,1003.11251250906,1013.86056939641,1000,1007.23316435913,1006.74943248605,1005.23890767316,1005.37207299797,1005.2585459774,1017.5541186393,1009.98702440249,1004.42727665111,997.905016994199,1000,1029.39125236624,1030.16506117549,1024.21949313344,1024.83055050422,1015.78235755884,1018.7674609696,1022.04270051933,1026.90230111059,1034.60853947517,1000,993.610795963456,995.263043317239,995.999064427688,991.323054858372,996.407048305597,1006.78991596639,999.003564653645,991.578862395484,972.773645499662,1000,1003.85714571217,1006.76013919861,1003.33028719012,999.463866242918,995.840249406739,1006.27712854758,998.594563251557,1000.29935839851,994.261273584174,1000,1008.09757072878,1007.75789709771,1011.56840586224,1011.06809636541,1006.46110852039,1008.96053362979,1013.09965674099,1010.69803726338,1009.88226181514,1000,966.343753120943,966.890206277691,965.208667192837,963.798350949034,969.585833352557,959.339025061966,971.933202193111,966.733121690365,945.93108511883,1000,1015.51593474532,1015.45528689691,1013.89276905508,1014.93231459181,1006.3573364447,1013.89380530973,1012.30507983185,1016.10609875281,1020.12461050749,1000,1016.79591754731,1016.04051155126,1018.175756053,1016.91736667318,1007.17503962547,1022.42424242424,1011.76437922561,1019.30095729296,1016.27361029867,1000,1003.28354622993,1006.48981405591,1003.98625832729,1002.64562027568,996.521471528381,1014.31543435479,1001.74086876848,1002.82005526015,1008.16856881908,1000,983.316078681214,984.605833930558,986.880903598441,986.621535388286,988.573232105169,1006.24787775891,993.575155591878,987.675531080768,976.878378104589,1000,989.116902935625,990.529396212978,993.890492384986,991.368515205725,993.946624779808,1024.47140381282,996.479595420383,992.483495519275,987.449501979024,1000,995.115506265764,996.390525748574,990.838806449319,989.171710471769,992.164863316689,978.971553610503,995.139854306845,989.717687635164,981.474145125167,0.788888888888889
"9",1000,993.287245766957,993.800374093653,990.004006387415,990.794514463384,987.107984623114,984.834437086093,994.113100336335,991.112883200021,998.718879816978,1000,999.560017599296,999.86573347549,1012.57987429513,1011.96850393701,1004.18875390436,1030.51546391753,1011.86179747636,1026.19859338631,1008.33113944702,1000,990.069214565152,989.780350422468,989.732972941194,990.687559248313,989.044489716087,947.772739397173,996.026490066225,1006.62871069452,988.998600202176,1000,989.539665428994,988.262236667132,987.540341155704,988.571586848738,984.707014269433,983.74862183021,990.938938132952,987.919535760166,974.761337143723,1000,1005.77180403827,1005.98216596253,999.228890587856,999.426681367145,991.3123518947,1082.68736936399,997.275721466242,1000.32788849546,1007.13925568183,1000,996.496536348435,996.203025171978,1003.98789478858,1002.25793893554,998.783637871186,1011.88096574958,1002.38336925537,1003.61367401606,994.099320655413,1000,997.953943673273,997.961197954681,995.287186471716,995.580755440674,987.756923244122,1022.2602739726,992.945155165006,993.163125539731,1000.98095313962,1000,997.319791225843,996.906157212468,989.713975983469,992.916655056148,982.916980228434,1008,991.859486016103,993.264917965082,994.909296047057,1000,1009.64322079582,1011.24618327306,1024.84315949815,1024.08730381954,1014.15171480625,1044.77474892396,1020.14919623157,1026.56639147743,1026.61501581451,1000,988.244670253038,989.987554945572,1001.47694827716,998.40644133188,996.531498808376,981.908166070938,999.95799907598,1001.57554369115,992.313138120205,1000,980.939004815409,979.213528936439,975.876566615164,977.935824420058,968.686570617364,979.977728285078,975.462953340954,976.025218441245,970.962393010179,1000,991.061564728332,991.620565161296,998.411338453849,999.656695838141,989.226873979925,970.622950819672,997.194366276255,998.076416674521,1004.38113941089,1000,984.566045299659,982.829931077453,992.497107728633,994.359940394186,986.450446718779,1016.27586206897,993.898857616592,1000.26594189532,1010.84655969797,1000,1015.8723796545,1012.73259863538,1010.7644313604,1010.40392015725,999.169270513306,1012.11314475874,1004.88167513319,1010.84137294506,1026.94777777674,1000,1007.8400861811,1008.01123480137,1012.49589707896,1009.95113282985,1001.55007839199,1051.89126662811,1005.02590315673,1011.63162136464,1021.27768530466,0.894444444444444
"10",1000,994.75918139609,995.830690730475,997.100714578638,995.358626419274,993.156346075841,991.241036955323,995.420650691334,995.485595380252,987.547520471598,1000,1004.73801560758,1002.40154116768,994.236453251941,994.346695854426,988.570310520116,967.218525419217,992.201834862385,995.399793883269,995.74674654694,1000,1031.5254982708,1032.14865496123,1024.6844232356,1024.28937718839,1014.56617745771,1008.74287265816,1021.18536333963,1026.46869654763,1022.38010861043,1000,1017.32076299057,1015.23692460502,1013.93401842462,1014.12368573557,1002.9503758097,1005.439124487,1007.36842105263,1013.63062895041,1016.35370742453,1000,996.260790007558,998.59036324277,995.780439765733,992.590961633732,990.914610652959,1002.35686492496,992.754899801806,994.224635259053,1004.42997250322,1000,977.767152761176,975.715339946651,985.643635517042,986.973522511451,981.162290978256,964.717444717445,986.890831401681,987.631741829963,994.024285938833,1000,994.207139850468,995.394183843788,1008.90869634527,1003.54071825999,1002.81760847122,969.907658881043,1002.0202020202,1003.64239477369,992.653940512749,1000,1003.10403524582,1004.91397298718,1012.84205675362,1011.83402070533,1009.14371937841,1001.52179950014,1013.38353681667,1015.87376189805,1010.36396387277,1000,1026.41068514676,1025.74557428474,1023.59349453248,1021.8669043706,1011.90059957228,1003.11730926989,1014.14758551099,1021.68115002726,1014.29746700208,1000,1029.10768251948,1029.34405692919,1037.12497509189,1035.80421912782,1027.6333620885,1057.22553191489,1030.21348058356,1035.62850250995,1050.19126213964,1000,1000.09947279419,996.663302742462,1000.95449556339,1002.61495844875,993.527710308138,1000.12158054711,1000.99285092025,1002.56698711842,1002.84586885869,1000,1005.43916196616,1005.38814866359,1014.53342836758,1016.35319738666,1008.41088690744,1009.69935375105,1014.9609523944,1017.81827961616,1017.44780447922,1000,1010.12723967801,1010.46568956654,1012.0420489086,1012.29982206406,1003.22072873378,967.589689077863,1008.47961112611,1014.99831796291,1030.60035885682,1000,1019.69268986518,1021.69285771254,1013.35827825452,1010.2547138604,1001.60442895492,999.945429740791,1003.99978083393,1010.68279134542,1019.57529953074,1000,1009.56727112606,1009.86682588672,1021.48204909158,1019.16147499579,1012.78528085439,970.518439337253,1016.1672122891,1032.2321968763,1024.80497182745,1
