"data","Nh_real_1","Nh_basic_sum_1","Nh_basic_mean_1","Nh_PIMLE_1","Nh_MLE_1","Nh_MLE_mod_1","Nh_MoS_1","Nh_GNSUM_1","Nh_TEO_1","Nh_Zheng_1","Nh_Direct_1","Nh_real_2","Nh_basic_sum_2","Nh_basic_mean_2","Nh_PIMLE_2","Nh_MLE_2","Nh_MLE_mod_2","Nh_MoS_2","Nh_GNSUM_2","Nh_TEO_2","Nh_Zheng_2","Nh_Direct_2","Nh_real_3","Nh_basic_sum_3","Nh_basic_mean_3","Nh_PIMLE_3","Nh_MLE_3","Nh_MLE_mod_3","Nh_MoS_3","Nh_GNSUM_3","Nh_TEO_3","Nh_Zheng_3","Nh_Direct_3","Nh_real_4","Nh_basic_sum_4","Nh_basic_mean_4","Nh_PIMLE_4","Nh_MLE_4","Nh_MLE_mod_4","Nh_MoS_4","Nh_GNSUM_4","Nh_TEO_4","Nh_Zheng_4","Nh_Direct_4","Nh_real_5","Nh_basic_sum_5","Nh_basic_mean_5","Nh_PIMLE_5","Nh_MLE_5","Nh_MLE_mod_5","Nh_MoS_5","Nh_GNSUM_5","Nh_TEO_5","Nh_Zheng_5","Nh_Direct_5","Nh_real_6","Nh_basic_sum_6","Nh_basic_mean_6","Nh_PIMLE_6","Nh_MLE_6","Nh_MLE_mod_6","Nh_MoS_6","Nh_GNSUM_6","Nh_TEO_6","Nh_Zheng_6","Nh_Direct_6","Nh_real_7","Nh_basic_sum_7","Nh_basic_mean_7","Nh_PIMLE_7","Nh_MLE_7","Nh_MLE_mod_7","Nh_MoS_7","Nh_GNSUM_7","Nh_TEO_7","Nh_Zheng_7","Nh_Direct_7","Nh_real_8","Nh_basic_sum_8","Nh_basic_mean_8","Nh_PIMLE_8","Nh_MLE_8","Nh_MLE_mod_8","Nh_MoS_8","Nh_GNSUM_8","Nh_TEO_8","Nh_Zheng_8","Nh_Direct_8","Nh_real_9","Nh_basic_sum_9","Nh_basic_mean_9","Nh_PIMLE_9","Nh_MLE_9","Nh_MLE_mod_9","Nh_MoS_9","Nh_GNSUM_9","Nh_TEO_9","Nh_Zheng_9","Nh_Direct_9","Nh_real_10","Nh_basic_sum_10","Nh_basic_mean_10","Nh_PIMLE_10","Nh_MLE_10","Nh_MLE_mod_10","Nh_MoS_10","Nh_GNSUM_10","Nh_TEO_10","Nh_Zheng_10","Nh_Direct_10","Nh_real_11","Nh_basic_sum_11","Nh_basic_mean_11","Nh_PIMLE_11","Nh_MLE_11","Nh_MLE_mod_11","Nh_MoS_11","Nh_GNSUM_11","Nh_TEO_11","Nh_Zheng_11","Nh_Direct_11","Nh_real_12","Nh_basic_sum_12","Nh_basic_mean_12","Nh_PIMLE_12","Nh_MLE_12","Nh_MLE_mod_12","Nh_MoS_12","Nh_GNSUM_12","Nh_TEO_12","Nh_Zheng_12","Nh_Direct_12","Nh_real_13","Nh_basic_sum_13","Nh_basic_mean_13","Nh_PIMLE_13","Nh_MLE_13","Nh_MLE_mod_13","Nh_MoS_13","Nh_GNSUM_13","Nh_TEO_13","Nh_Zheng_13","Nh_Direct_13","Nh_real_14","Nh_basic_sum_14","Nh_basic_mean_14","Nh_PIMLE_14","Nh_MLE_14","Nh_MLE_mod_14","Nh_MoS_14","Nh_GNSUM_14","Nh_TEO_14","Nh_Zheng_14","Nh_Direct_14","Nh_real_15","Nh_basic_sum_15","Nh_basic_mean_15","Nh_PIMLE_15","Nh_MLE_15","Nh_MLE_mod_15","Nh_MoS_15","Nh_GNSUM_15","Nh_TEO_15","Nh_Zheng_15","Nh_Direct_15"
10,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,84.1434304334103,110.881648230564,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,86.6331245851544,147.27209849643,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,84.0974326188406,63.8280187122452,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,87.5659507875471,71.811760169452,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,83.8737727597434,46.5146026031495,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,84.1697086339635,48.4486411629461,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,83.534010233781,155.84094931954,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,88.0182445443599,39.170182167185,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,84.064683906652,80.7098913650479,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,82.6707284673051,114.271548731114,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,85.189396603857,192.025234765713,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,85.7069071311295,108.412012533069,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,82.3786040557687,98.1302236075589,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,83.6744457096238,48.1223939314475,1000,100,74.8829953198128,70.9264170027611,77.2514677016429,81.9512195121951,82.6636050516647,78.9344580341778,50.0745156482861,84.6782490524963,82.4557345542658,1000
120,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.0473933470741,99.932907106831,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.1995984398075,99.8825244424499,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.556212614729,99.5058055185098,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,94.4717211458798,99.4653023637674,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,92.3533846873557,99.7734392187121,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,92.8331184378392,99.8209471337074,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.0532400432314,99.588707379287,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,92.6418027004955,100.030084907133,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.0900793199075,99.8617197411614,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.8062186668338,100.056748672798,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.4111982568728,99.1773892140404,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.5677596972201,99.9656129690786,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,92.8327788020555,99.8723685637549,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.5143039100191,100.007433471244,725,100,86.4995178399229,86.0375594692718,92.1074687107345,92.5969620999853,93.1243140628244,93.8194242829879,78.6842105263158,93.6763343109887,99.5722312336515,725
230,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.5096576738874,96.4043132752098,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,95.6986048552188,96.651178963575,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.4327613049481,96.3630246457526,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,95.1333400191125,96.486584837225,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,97.0399921931521,96.3672132925346,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.359101555959,96.3121017271183,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.5940048721715,96.7423173049377,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.0708075964256,96.4204623762449,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.7614786952186,96.423398309749,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,95.9348169179471,96.5265445619274,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.4152070961814,96.2987430840375,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.2406182919337,96.7010661355555,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,95.9711026889298,96.1091836001426,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,95.7481102701733,96.5840729913095,108.695652173913,100,89.079108268272,89.7886070014168,96.4500787318233,95.3332853958438,95.2036727640038,97.4033037635903,90.7295040832155,96.2940062828657,96.5297846039153,108.695652173913
340,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,94.2177754593938,90.1017903397633,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,94.4957585259937,90.4712993237421,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.7073513861827,90.1656511764091,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.6284491661542,90.2490928748371,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.1911872405142,90.236444534702,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.8214068870037,90.1170956082004,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,94.0964467945205,90.2511549587337,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.3662312603159,90.0711801836551,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,94.0428325011313,90.4381585477185,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,94.3167569795119,90.4860628909114,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.7311950638349,90.14751244624,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.7792426001194,90.3865267835524,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,94.1288981133759,89.8638952563542,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.553769542027,90.3426159521366,85.2941176470588,100,87.1345403365108,87.7046660573779,93.5587032712903,93.087287639133,92.6053636125222,93.8069453298374,97.576951615792,93.6928600278478,90.157802070302,85.2941176470588
450,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.8918178609788,94.1490342863227,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.5205270923867,94.3531495980712,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.959402194099,94.1048413109158,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.6631727905085,94.4312383631439,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.8833034664995,94.3859012205314,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.7681056627237,94.3623134759158,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.643248112604,94.0957622113992,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.8527574413942,94.2854286140304,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.2350927518168,94.0461761387334,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,95.767578294892,94.1352489815113,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,95.2586625684193,94.2334112074837,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.6554673296907,94.1732569635714,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.9686287556775,94.104837456648,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,95.5059907160397,94.4645851585602,117.777777777778,100,87.861639508193,87.9188309076322,93.9393878822066,94.1876653208966,94.3415520699456,94.8806591638541,105.209548246637,94.8644349140317,94.1821163395409,117.777777777778
560,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.6178965506205,90.3476479146855,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.5173312077939,90.4514058785748,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.3742359516359,90.0672544058181,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,93.4646630229251,90.4402213959334,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.1175548689045,90.3251447394329,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,93.7166888014395,90.5340478265327,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,93.7949242463634,90.1086653148342,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,93.9971590748504,90.2192766710041,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.6794536316298,90.4759242715338,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,93.3739326827335,90.1845084630808,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.3125782136793,90.2176238708734,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.2313592118944,90.4646736249701,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,93.9810125020704,90.6031342945252,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.1739991203219,90.4194723010553,94.6428571428571,100,86.9620761397233,87.5171064419626,93.7900005220606,93.4942258100684,92.9348522645585,94.3319583351028,97.0600217273221,94.0136974024352,90.344675904557,94.6428571428571
670,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,93.9576218402552,89.8505744853821,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,93.2799994594268,90.0292511027243,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,94.0051998807543,89.7734671969688,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,94.0393143920468,89.8643133138464,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,94.0330306865393,89.780623797698,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,93.821312298896,89.9769093812327,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,94.4879652352112,89.9836646514206,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,93.622821691685,89.8517781389894,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,94.1402361364852,89.9550445562778,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,94.6848370244688,89.7465315828089,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,93.4928902372151,89.9799498429738,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,94.7594651766363,89.8200152477536,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,93.8045650265944,90.1405507280845,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,93.6242002144686,90.1380482581998,107.462686567164,100,87.0541632226572,87.6528248613839,93.7242031793406,93.262047401962,92.8929617466939,94.4876823860639,103.718450430773,94.764042278152,89.8895586301171,107.462686567164
780,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,93.5344722090074,92.2232951065191,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.3207748964434,92.1604741357483,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.0814421239409,92.3243220263121,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.1300895107372,92.4091441460579,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.1080813628238,92.1450817303169,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,93.7000646588813,92.3158787971145,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.0206876915737,92.0786948529968,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.2507865270613,92.1951600015978,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,93.8522674307509,92.2078899636826,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,93.9747187420318,92.4257026655783,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.4021824772098,92.2969109693217,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,93.8400117104158,92.0485880465216,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,93.8864169344466,92.3290030148263,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.3084913687444,92.5047341435797,105.128205128205,100,86.7004592437698,87.5861837463677,94.1327995279844,93.505566657151,93.2311821034298,94.9800153975092,103.459789953411,94.2351627084488,92.3063269843393,105.128205128205
890,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.7859585548719,92.2463811718261,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.5270627812997,92.3200349369297,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.4924429933065,92.0189724243596,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.7107742387566,91.9362288818373,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.4560844699773,92.0146992592727,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.6638856780889,92.1269380101101,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,93.9787181676081,92.2512618739298,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,95.3304616213016,92.0208636410671,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.0149376952832,92.0544318275758,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.5586768405006,92.2023494713757,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.0402728381015,92.0155429029272,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,95.0170854468549,92.0319723581013,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.5441662033267,91.8418114850753,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.2066492971885,92.0623322445369,100,100,87.5318007039718,88.2789942605028,94.5056859433706,93.9091265178222,93.5970585556117,95.2556914877695,106.060132132508,94.1541943165132,91.9780966226293,100
1000,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.0420254329535,92.7152056855957,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.0209222606028,92.598846562209,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.8361140276746,92.4560658673612,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,95.0272527234662,92.3690980219156,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,93.9391234551039,92.4654213895025,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.6964403302772,92.6717452194775,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,93.8459376155922,92.7553261605804,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,95.3265265809694,92.4449519610329,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.4494094120607,92.5129527515554,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.8654878568397,92.36354004608,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.086794250975,92.3221293038627,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.3674633319807,92.5409090658392,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.7909485059331,92.4390564411184,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.0182021003708,92.3888973377742,100,100,87.6244227809133,88.3984505814721,94.5816174692026,94.0107893867665,93.7655889036811,95.4194293465608,106.775634155055,94.6636698863109,92.5179182078479,100
