"Nh_real_1","Nh_basic_sum_1","Nh_basic_mean_1","Nh_PIMLE_1","Nh_MLE_1","Nh_MoS_1","Nh_GNSUM_1","Nh_MLE_mod_1","Nh_TEO_1","Nh_Zheng_1","Nh_real_2","Nh_basic_sum_2","Nh_basic_mean_2","Nh_PIMLE_2","Nh_MLE_2","Nh_MoS_2","Nh_GNSUM_2","Nh_MLE_mod_2","Nh_TEO_2","Nh_Zheng_2","Nh_real_3","Nh_basic_sum_3","Nh_basic_mean_3","Nh_PIMLE_3","Nh_MLE_3","Nh_MoS_3","Nh_GNSUM_3","Nh_MLE_mod_3","Nh_TEO_3","Nh_Zheng_3","Nh_real_4","Nh_basic_sum_4","Nh_basic_mean_4","Nh_PIMLE_4","Nh_MLE_4","Nh_MoS_4","Nh_GNSUM_4","Nh_MLE_mod_4","Nh_TEO_4","Nh_Zheng_4","Nh_real_5","Nh_basic_sum_5","Nh_basic_mean_5","Nh_PIMLE_5","Nh_MLE_5","Nh_MoS_5","Nh_GNSUM_5","Nh_MLE_mod_5","Nh_TEO_5","Nh_Zheng_5","Nh_real_6","Nh_basic_sum_6","Nh_basic_mean_6","Nh_PIMLE_6","Nh_MLE_6","Nh_MoS_6","Nh_GNSUM_6","Nh_MLE_mod_6","Nh_TEO_6","Nh_Zheng_6","Nh_real_7","Nh_basic_sum_7","Nh_basic_mean_7","Nh_PIMLE_7","Nh_MLE_7","Nh_MoS_7","Nh_GNSUM_7","Nh_MLE_mod_7","Nh_TEO_7","Nh_Zheng_7","Nh_real_8","Nh_basic_sum_8","Nh_basic_mean_8","Nh_PIMLE_8","Nh_MLE_8","Nh_MoS_8","Nh_GNSUM_8","Nh_MLE_mod_8","Nh_TEO_8","Nh_Zheng_8","Nh_real_9","Nh_basic_sum_9","Nh_basic_mean_9","Nh_PIMLE_9","Nh_MLE_9","Nh_MoS_9","Nh_GNSUM_9","Nh_MLE_mod_9","Nh_TEO_9","Nh_Zheng_9","Nh_real_10","Nh_basic_sum_10","Nh_basic_mean_10","Nh_PIMLE_10","Nh_MLE_10","Nh_MoS_10","Nh_GNSUM_10","Nh_MLE_mod_10","Nh_TEO_10","Nh_Zheng_10","Nh_real_11","Nh_basic_sum_11","Nh_basic_mean_11","Nh_PIMLE_11","Nh_MLE_11","Nh_MoS_11","Nh_GNSUM_11","Nh_MLE_mod_11","Nh_TEO_11","Nh_Zheng_11","Nh_real_12","Nh_basic_sum_12","Nh_basic_mean_12","Nh_PIMLE_12","Nh_MLE_12","Nh_MoS_12","Nh_GNSUM_12","Nh_MLE_mod_12","Nh_TEO_12","Nh_Zheng_12","Nh_real_13","Nh_basic_sum_13","Nh_basic_mean_13","Nh_PIMLE_13","Nh_MLE_13","Nh_MoS_13","Nh_GNSUM_13","Nh_MLE_mod_13","Nh_TEO_13","Nh_Zheng_13","Nh_real_14","Nh_basic_sum_14","Nh_basic_mean_14","Nh_PIMLE_14","Nh_MLE_14","Nh_MoS_14","Nh_GNSUM_14","Nh_MLE_mod_14","Nh_TEO_14","Nh_Zheng_14","Nh_real_15","Nh_basic_sum_15","Nh_basic_mean_15","Nh_PIMLE_15","Nh_MLE_15","Nh_MoS_15","Nh_GNSUM_15","Nh_MLE_mod_15","Nh_TEO_15","Nh_Zheng_15","data"
1000,988.857938718663,991.386391386391,985.903535353535,998.564867967853,1077.35814728077,961.049723756906,1004.56225456225,1002.12171220835,993.708868358897,1000,975.316074653823,973.887334887335,984.557575757576,976.183644189383,1072.10029208086,974.785100286533,977.717318414347,976.111058656366,1050.8399663584,1000,1041.45804125776,1039.7099012099,1055.34106449106,1051.11175281548,1162.62706629669,1045.97701149425,1053.70824246869,1058.50787680654,1087.09697217405,1000,1061.45251396648,1064.12099012099,1071.97373737374,1058.25518613242,1189.45576828653,1095.29411764706,1070.91505147524,1057.7425210547,1143.58898098499,1000,910.375454178442,917.989676989677,939.981313131313,912.955465587045,1041.35298794435,920.408163265306,915.83344614849,919.82500129443,864.801383887289,1000,973.433782712133,979.027805527806,973.097474747475,972.002262443439,1048.108152831,1004.97076023392,967.514919491048,975.932528893068,889.181352040308,1000,979.79797979798,991.026140526141,992.30202020202,973.337155963303,1078.49282256601,1022.59036144578,973.095370034204,975.320771214998,1046.51657429725,1000,993.550987505038,990.315462315462,989.635353535354,984.874429223744,1082.95454149552,950.68870523416,984.162895927602,990.214162068236,925.066101729622,1000,1022.20444088818,1016.04184704185,1017.27525252525,1009.02679830748,1101.90037502147,1039.82558139535,1007.35970561178,1015.20634446186,1067.3289906799,1000,1013.85264003212,1020.21112221112,1011.98904428904,1007.40951838131,1104.41027964411,1061.56156156156,1001.96519340149,1011.58393171858,988.122912401638,1000,991.171749598716,988.502664002664,1007.32727272727,1006.98893418754,1107.50168977348,952.617079889807,1004.12335211104,1005.4654112287,950.385621994256,1000,1042.5489009881,1043.49589299589,1063.38787878788,1050.50798258345,1150.21072478877,1077.08333333333,1040.38100348806,1055.68777205568,979.473766355002,1000,1074.26528991263,1075.41203241203,1073.58247863248,1071.59026598755,1164.05034117967,1057.82122905028,1076.93328530533,1080.42344676265,1129.20432952437,1000,1019.27279952315,1018.59607059607,1011.87676767677,1002.51256281407,1132.46873683252,1020.17045454545,1023.03806123224,1004.83364599915,1106.08829674784,1000,1071.71314741036,1071.52047952048,1080.00101010101,1074.77168949772,1185.82619570929,1069.88636363636,1073.19946045557,1082.56744146002,1079.52792082044,5
1000,1019.31129304418,1020.1281573022,1030.33975486783,1030.32217308907,1065.27313951758,1049.35661764706,1039.02998386138,1029.277573525,1045.48770213567,1000,1018.32099385117,1019.69669919466,1020.01168294629,1013.92235609103,1058.66567128494,992.227074235808,1014.8945293424,1013.82758689564,990.125501126754,1000,1020.26773426748,1020.22758027624,1026.97388329596,1021.83836033295,1056.89603521113,1009.46065428824,1019.69061852478,1024.24399277003,1043.55731977042,1000,1040.20541082164,1041.05010863106,1046.70091479298,1039.88909757625,1074.10847544325,1028.02829354553,1041.24252971695,1044.60607173477,1050.31253315918,1000,972.63868065967,972.243656176613,981.984182456788,976.350443429186,1008.20736811188,1020.50561797753,974.528785512464,979.672166891901,920.376419602572,1000,974.464889222681,974.118230702739,976.54432751282,970.69825436409,998.784360945128,1003.59116022099,963.700241094534,969.701281812806,921.248788016787,1000,963.735097684289,962.974227111951,975.755315488939,970.545977011494,1004.95567659006,978.099547511312,968.458781362007,972.044999562731,925.37537002351,1000,993.621810905453,992.816376243464,990.981399583453,986.95652173913,1020.50650912846,955.584192439862,988.746266533921,990.707895982828,1008.73036167785,1000,964.35015242954,967.654094317881,971.290076983731,964.358723669007,997.360870588483,965.302491103203,958.316895229908,964.436194157431,955.232167507466,1000,1009.31191800512,1010.25108657333,1016.69068675722,1010.09649749821,1046.52515086605,1031.47810218978,1009.98820712575,1009.19474073187,1026.25494427277,1000,983.760149906309,984.079506865542,993.495890246687,987.637731792529,1022.42466560202,995.934959349593,982.211795450496,991.532594326955,950.776976690984,1000,1037.18567755691,1038.0335553956,1036.46437870473,1031.53955808981,1057.94671434185,1056.38686131387,1029.94288967566,1034.20754714905,1047.77330981227,1000,998.43603378167,996.526827508811,1007.07233853133,1006.75858340092,1040.66520198109,1038.28996282528,1009.37213896786,1006.97569383484,1029.03540626398,1000,1021.40138516254,1019.81867884021,1021.94970117558,1018.48724557817,1055.51478321179,1037.95289855072,1022.75364302247,1018.87027865623,1045.55865874843,1000,1041.27696720289,1038.61875021351,1033.98744901662,1033.59858532272,1058.50701768621,1029.95594713656,1029.75029949966,1030.96871538925,1016.32881932528,16
1000,1013.24452610626,1015.15012818079,1019.1342991391,1016.51305683564,1036.15729306524,1019.19691969197,1015.14675588411,1015.87325103885,1012.4038778624,1000,1004.32668376919,1006.45072868693,1007.71663028092,1002.73059909344,1025.79385240667,1000.05446623094,1002.19422732632,1003.69191073291,982.183353350617,1000,1039.56018607512,1039.2097380219,1043.39387563972,1043.26737584743,1065.59726879852,1034.31693989071,1047.46269207356,1043.71478077271,1052.09287096635,1000,1012.4388647129,1012.7513248297,1014.5826780382,1011.54290111581,1038.51379871977,1029.82652490207,1016.07417604664,1011.56910426117,1028.72837296285,1000,978.824795357596,979.085585659471,988.399111526716,982.638888888889,1005.28665071918,998.264277715565,982.5197562024,982.53373440306,994.052627069593,1000,996.578107578146,996.64002501943,996.620291756149,994.02837889662,1016.03756990297,984.481823114487,995.595616101608,993.551827343765,1004.1738839555,1000,1015.52890528905,1017.72819805959,1025.74034006071,1020.18976169462,1042.75971519287,1030.88071348941,1021.39551323827,1019.12728045753,1024.58449541493,1000,1003.94004944376,1006.08477962739,1007.01402652261,1001.48629307498,1027.22178885921,1003.4749034749,1005.05668048998,1000.61988614768,1029.22567406043,1000,1001.22708796687,999.798733470845,1003.0820456753,1002.57816785518,1013.2711926957,1014.26193118757,996.300509134254,1003.10859824961,994.489145673583,1000,1001.88020413645,1001.64081287378,1000.08668202868,1000.27364273205,1019.2762001193,986.879049676026,1003.14311222996,997.375275292064,1032.91111494281,1000,973.509169902726,973.326074839022,973.815987859931,970.858895705521,991.289130309133,955.471698113208,971.398088334162,972.164695055966,956.395450170372,1000,1013.19383005731,1015.98586778688,1025.59839475998,1017.32509379828,1040.64496565338,1022.06208425721,1013.89026361807,1017.63649907369,1006.44069079061,1000,972.564734895191,972.8786101832,983.806936375046,980.085427414434,997.947561808584,961.785519869352,978.540202044072,981.442829815725,961.53541280549,1000,1005.26053066083,1006.70297768987,1008.14485602821,1006.53594771242,1027.54812750534,1029.55056179775,1010.03828658353,1005.36968537839,1003.3743613917,1000,1008.31600831601,1010.89264259828,1012.61216833344,1006.97572228936,1033.88744795557,1008.41584158416,1008.20140930788,1008.79370140534,1026.65957037747,26
1000,986.052022187517,985.709038897608,995.091300910585,994.568169473112,1012.20280134545,1004.4670846395,997.253409895505,996.527397871716,995.414871976018,1000,985.547810641333,985.107950974645,988.955538322553,987.061994609164,1004.87982010768,987.061994609164,989.714444564563,988.844753697676,988.294538130532,1000,1008.82043535727,1007.87164397993,1014.54020599324,1013.62862010221,1025.85806425985,1009.25212027756,1012.72678039534,1014.21235555228,1016.04976183663,1000,1008.24486716603,1007.84398232812,1014.1883818471,1012.28938012057,1023.04518973906,1005.52783109405,1011.69509331356,1012.18603548061,1029.64700924171,1000,995.717633116971,995.562677239482,997.296240845213,995.767440070799,1012.71930130619,1028.57710651828,997.771506122575,995.387774546637,988.419586631926,1000,997.006553221326,996.940881948127,997.891193131145,996.611083298032,1009.60103832097,1019.25955100433,995.139471032939,995.902808984643,983.340502674785,1000,1003.53967953741,1003.42596918036,1003.96835238683,1001.73390359496,1013.63214495863,1012.77756135567,1000.21031680893,1002.16917264289,1019.3855214924,1000,993.849405261874,994.442867289676,1002.0574457516,999.066147859922,1013.79030414305,1011.66272655634,998.936584100636,1000.5030693759,987.79799342085,1000,1026.05556004634,1025.93736717645,1021.11175089617,1019.73986228003,1034.23832418293,1049.03581267218,1020.74472702022,1020.81507294412,1054.22490615631,1000,1015.8275713051,1016.4037782012,1018.43902264159,1017.42927809553,1037.58799622981,1018.84674922601,1025.68731088399,1016.69224474118,1073.28770807424,1000,984.277582000542,982.896456568329,980.738043320362,981.654565116638,987.965792307895,982.869296210363,978.598178098683,981.319973468526,953.749112391489,1000,998.863082670132,999.526596460197,1003.02610410427,1002.63954661905,1016.45312058045,1026.22169249106,1003.63947208227,1004.05785020909,1017.65503969185,1000,1014.53197304684,1014.6429843314,1017.75576510624,1014.81051817479,1037.23578869751,1003.9403213466,1019.48083900726,1013.53784026243,1031.01658973704,1000,993.156221371989,993.270464257295,994.227546492487,994.335041812787,1003.70431210136,1014.22955974843,991.32719970493,993.994720582111,957.660077740461,1000,1015.55747623163,1016.03197408077,1015.34648592279,1011.91849288735,1031.84594167755,1022.93043140303,1013.53953266277,1011.37263950868,1010.14560640515,37
1000,997.202322919758,997.661665487778,1000.39576591996,1000.36448683291,1009.71335509819,1010.27607361963,1000.55493558494,1000.03216631724,1010.3456896488,1000,992.486644105315,992.035867447928,991.406737881107,990.592091287063,1004.89223920409,993.033160937024,994.166355322363,990.760749139592,981.0143987965,1000,1022.8363078104,1022.86040387762,1024.15279477593,1024.1559154543,1031.76652429244,1023.43797622676,1023.82907622946,1024.38592988984,999.125719328269,1000,1022.0906205398,1021.30737982034,1025.84085821921,1026.21608408702,1031.72927221284,1039.17079207921,1023.47455991549,1026.47106032252,1007.04753220657,1000,997.129186602871,997.118425540615,996.620500792348,996.145675265554,1002.39103334798,1014.93506493506,993.023452816032,995.664384701295,992.472029371693,1000,991.285866099894,990.766615929725,989.709393051477,989.183457051962,997.924874499992,993.246121083054,987.398431356735,990.729074703378,983.153984982658,1000,994.007378814698,993.96556677531,994.303619128484,993.211567732116,997.814341041236,998.378212974296,987.83485927433,995.125628853519,977.531323881669,1000,985.478940217391,985.337248005514,989.787897728479,987.479487023643,997.781016616436,980.50694025347,985.180154504772,987.548493958945,1000.28611286749,1000,999.574196295508,998.787908617349,990.637200196988,990.984199734652,994.444345614594,1003.81795968235,986.737416458334,993.814179413931,1003.74589627853,1000,1004.4690359651,1003.58387054868,1006.4831337467,1007.68573868488,1020.00154077681,1007.01005790917,1012.65202040016,1008.64732773633,1039.32002610126,1000,983.027776596197,982.925516650232,983.717971274728,983.105439076269,992.599143325802,966.945606694561,980.408397440041,986.034088296522,971.243689558907,1000,1007.97957229492,1008.75679538024,1007.60019327611,1005.88502957682,1015.43856682802,1020.90517241379,1003.15031775452,1007.83150231325,989.685052457302,1000,995.615715319457,996.259720700624,1000.78629522503,999.237130389674,1013.06960508481,1002.01958384333,1001.11078274516,998.888909451409,990.261717036608,1000,976.371594917343,975.7785272661,976.465050866588,976.472374013358,985.41349262479,967.950647005718,977.352604551762,977.211073890631,958.709736773557,1000,1000.08507742045,999.537479605072,1000.67704426989,1000.39512476824,1010.56319838213,986.039544637508,999.809641072166,999.123232105228,979.273373170166,47
1000,994.461834818204,993.849354313146,994.564098753796,993.812306634582,1002.13014071162,1007.8187250996,994.316879033051,995.197270884039,1001.00787888133,1000,989.616517142218,989.834008291056,988.562730005112,988.451804712647,996.657768665031,993.063441125648,989.542678727214,986.768358358885,977.07679169608,1000,1017.19791414857,1017.31155454862,1021.70718962277,1021.70412031416,1028.82737158372,1010.21558059775,1022.76165737141,1023.79641207119,1015.9861158078,1000,1018.48495831823,1019.29426244204,1022.24003636378,1021.31289405365,1025.7703497328,1025.75117953812,1019.0050472906,1026.89724693678,1001.76431149611,1000,996.688056303043,997.125011769156,999.662373040275,998.666666666667,1005.77881271021,991.809710642472,996.380322354958,997.866588417942,1006.23086662026,1000,980.520712917752,981.397718149304,980.406604230433,978.502029270692,984.198992189943,977.660358810518,975.179072500053,978.968154511574,982.70501713934,1000,1002.56715080719,1002.86247763942,1002.46957988399,1002.41171403962,1008.13542677694,1018.325,1001.45055809608,1001.79781478003,1003.04092021713,1000,991.95941748913,992.376376590368,994.075218756205,992.331212704049,998.183086225839,975.11509571117,989.676067560522,993.233526387045,968.931969893228,1000,1004.86559232548,1004.93839725046,998.588148381725,998.628257887517,1003.60073936278,1022.2668004012,997.57588017083,998.372143344851,1010.1466033267,1000,1004.35473837008,1004.04948208998,1005.48592231664,1005.5114801908,1013.50221632988,1005.28786755621,1007.31727044189,1005.03403513652,1025.32282990329,1000,999.483115093039,1000.22278823194,1001.74163988505,999.53231920445,1008.24894069125,1000.9120039438,998.965125890549,1001.04947772193,1007.66772522807,1000,996.56831468037,996.371304833556,997.468610230508,996.747566835038,1004.58105995511,1008.8029925187,996.569133036835,997.139364838456,1003.62718246752,1000,995.480576830194,995.626559846923,1001.6832688228,1001.06556970808,1009.83171130842,986.2548828125,1001.67454069977,1001.80630782853,1001.52045176117,1000,1010.27869757174,1010.78654581187,1006.53035188566,1005.76390081185,1012.19675785482,1010.74685728371,1004.40075441504,1005.69112032578,988.762261642189,1000,1010.98408428603,1011.59994176434,1012.4163505166,1011.36027599803,1021.92228553209,1016.62125340599,1012.78453024131,1010.95175557424,1025.21495680275,58
1000,987.317906644474,987.871516117744,988.274249525857,986.294747020369,995.222154828819,987.187039764359,987.095661247434,986.283729460309,1000.23664315323,1000,970.796694409317,970.795093085476,971.318717225789,971.474217485443,978.095598377967,966.011705685619,972.212677571411,972.775296297989,965.872093057892,1000,1019.38748492248,1019.19670978911,1021.84669246527,1022.77039848197,1030.71845932156,1029.7176820208,1025.0959376532,1022.32011883746,1040.30484642739,1000,1020.41417070191,1021.03022902344,1023.20792270558,1021.55471825205,1027.80300486124,1024.50918302723,1021.04319725315,1020.13883123536,1030.79225515883,1000,977.43917714151,977.999853121195,980.223501634006,979.102526253638,985.036805264998,990.845070422535,978.313087157819,979.303061477343,979.499986368781,1000,986.551052910989,986.661358380232,987.654198156547,986.143867924528,995.298141778903,991.111111111111,986.607863929718,985.956234740826,985.85455018794,1000,987.627043747238,987.497871547107,985.868141792991,985.470426438785,988.391286972113,994.807121661721,982.398390263438,989.891265690115,965.659542325679,1000,1000.92460777551,1000.81014819927,1003.22291908285,1002.28842560517,1009.32663209477,1003.99579390116,1001.85513183188,1002.48563027807,998.235350947323,1000,1006.8161408571,1006.07532916104,1002.66856745755,1002.74391521093,1006.82968179885,1017.49202975558,1001.81083347168,1004.12544377465,1006.00900812876,1000,995.760840766581,995.382275977432,997.220127427317,997.304298380473,1003.42762721864,996.527777777778,998.559077809798,998.944408105934,1001.0967508305,1000,992.134088068808,992.43223386916,997.017422901745,995.636869506566,1004.03191220422,986.549707602339,995.713823971669,997.839520411345,987.876485639097,1000,992.227941068031,992.553248425519,993.544538517588,992.874309566977,998.98975251094,992.121339793554,992.103226821222,994.06680268794,983.699319270415,1000,996.232302122274,996.356492414377,1000.37673363618,999.852289512555,1004.7768915273,970.366577923408,999.344779537999,1007.63655591695,984.935526300789,1000,979.049806398422,979.374967808632,980.145694525799,979.979368855393,984.165646558114,971.410684474124,978.190519151941,981.478748148682,952.750426892925,1000,1015.92337975204,1015.7252564348,1013.64548437033,1012.82453607816,1022.30604633573,1025.67796610169,1015.16072888926,1015.96161030842,1016.10535179947,68
1000,990.435598853287,989.983675801581,990.71444815586,991.294254207777,995.155879354237,982.844812084157,991.114496064991,999.715969770284,998.285960007944,1000,989.708448175589,989.463161675802,988.269303306836,988.633493306391,995.108510805313,992.501358449556,989.919427683636,989.93290063275,986.829639382444,1000,1017.69799473364,1017.93355201949,1018.45082995063,1018.07359698954,1024.25384143518,1007.75429799427,1018.61539408377,1020.41620976018,1016.75495708832,1000,1006.25987986089,1006.15732859438,1006.7789538224,1005.99635161739,1011.01204159728,1017.89108187135,1005.2410636616,1004.87786854968,1021.61734955382,1000,988.849467815509,988.77070157136,989.919958251208,989.691468739243,994.739786740069,993.778424595234,989.862432532991,1001.15033210014,1017.97293631823,1000,989.066548694938,989.228467426022,989.64682776672,988.308103134078,993.947096135877,997.723132969035,987.22747234922,988.626238675842,993.739263914412,1000,999.342454667307,999.100470680274,996.61391314039,996.4336533439,998.789098725885,999.295520231214,993.277721319894,997.110089264671,969.529765680272,1000,1011.92732418568,1012.3762592652,1013.39195459518,1011.89444805429,1017.71517812615,1022.86079182631,1010.49007768425,1011.66949366956,1006.60091017675,1000,1014.1001949219,1014.20508855856,1011.48926899617,1010.72284596947,1014.19759941663,1020.82271568984,1008.49583959203,1010.71059160715,1013.48410638494,1000,1005.17191234304,1004.9401731925,1006.37146052424,1005.96604776454,1010.84660891677,1003.8426844669,1006.07154222235,1005.41445539998,1004.73569403978,1000,990.838011480998,990.469114810853,995.226495543307,994.946465252404,1000.19452515417,977.549562421861,994.822288032494,995.140600406829,996.459559260599,1000,989.068326143117,988.859613717525,990.737339949211,990.478271159903,996.116592922435,990.604515659141,990.236692852618,991.765980096274,993.732344300105,1000,988.255224465543,988.713113265177,991.163346612163,990.263677000199,994.714691417473,972.26368159204,988.90831346364,991.589110878354,976.86147061882,1000,984.289755506163,984.451518577136,983.058935969312,982.425180970216,986.590060173064,987.653874004345,980.821504077318,982.524753544711,972.658736879601,1000,1012.43137502366,1012.15398669158,1011.09759072659,1011.00048610986,1017.16736720593,1034.71531232725,1011.94302046328,1023.87801691292,1023.98466692911,79
1000,990.360905626541,990.12475255051,990.571713460308,990.678156132876,996.932968613616,979.911280101394,993.011947867354,992.408806733923,1004.90753393929,1000,993.103293093167,993.507120554413,992.542930440791,991.95697543747,996.835161136275,995.152198421646,990.949427991019,1003.02369500154,976.243058436943,1000,1010.70942946723,1010.62789340828,1011.73750059021,1012.0725963316,1015.55826211005,1018.73786407767,1011.66710766927,1014.85595711241,1005.10326585798,1000,1012.76634001618,1013.18180297054,1014.89618573676,1014.19591324898,1018.92079651257,1024.58989767744,1014.58412408407,1014.08380659533,1032.5436206597,1000,991.62859779013,991.290269154572,993.246387958233,993.397851886443,998.888273192127,997.751900371988,994.196184437136,994.006294611729,1020.43417213408,1000,991.195619173985,991.377421440156,993.053062739362,991.850446859127,997.41083227265,976.654004431782,992.001397585093,991.740858420436,994.893628744592,1000,992.240215924426,992.129938921111,990.288527093044,990.23569023569,990.650810767868,1006.69926650367,986.088122748101,997.726610625707,967.53521582651,1000,992.683364754466,992.513198891781,992.050779138084,991.545236188951,995.273370097984,996.652180910993,990.235493166764,991.023391709818,986.426559014458,1000,997.896441949672,997.856016827798,996.894678177537,997.333890111302,1001.07787639939,993.552,996.761838924494,1000.53282635928,1017.37756846595,1000,992.396463680741,992.094732533548,993.493427935125,993.293447843289,999.423361338771,984.709821428571,994.784552740767,991.350552271245,1008.85472951347,1000,993.473287579061,993.448841947504,995.861001312355,995.457172210094,1001.18548332053,990.464781983709,996.178901926934,995.594607154007,998.081874522019,1000,988.423063954142,987.972715542961,991.708769203207,992.02294812499,996.455879124369,996.245347143551,992.35238359309,992.371111986839,995.068319824095,1000,997.748254897546,997.620566641542,1000.93048359977,1001.21047789667,1004.85076210165,982.327790973872,1000.64091948288,1003.29622332365,990.065464659123,1000,998.697156206478,998.733227600246,998.743513062969,998.7644614175,1003.05791786985,998.299919807538,998.530534718524,1000.48199780778,992.307477148905,1000,989.185178523249,989.882036746303,989.548446049394,988.810402953925,993.481789674795,987.225516909761,988.449658764233,990.018275552543,991.867858599423,89
1000,980.0629590766,980.383390493415,981.156447840949,980.798079807981,984.160872732976,982.946735395189,980.266815426326,985.650658050294,994.241846810568,1000,998.662060426943,998.404862838125,996.555501831881,996.867613976137,1001.84578870221,1004.0728524308,997.576847926547,997.69514455787,986.692156545325,1000,1010.52400131925,1010.58307661317,1011.11399529458,1011.18667314341,1015.54642958274,1015.88919190469,1011.3533199268,1017.781379669,1012.7299723272,1000,1026.35104064618,1026.74579231008,1026.35210957108,1026.11364934323,1030.39630621947,1033.34291876348,1026.24063514427,1025.15851047127,1034.8262019872,1000,991.539661586463,991.671784237709,993.434447740685,992.861638818952,997.948026680263,1001.22619734564,993.214003594775,993.803940649998,1013.57702954403,1000,992.949647482374,992.378183178317,993.287713988718,993.481896539402,997.645632817037,987.539073600455,993.677907847858,996.41699315738,986.722800510121,1000,996.122127919677,996.297065011856,998.507534967747,998.264187754634,1001.56803355108,993.816052556413,997.319918594319,998.190830809702,977.586907749571,1000,994.319604876925,994.292710726322,996.632592531709,996.100190689205,1000.47975831394,1000.93646448639,995.187955277301,996.397402275133,968.084930655235,1000,1002.29931020694,1001.93072955114,1003.11736263118,1003.05854104734,1006.8655867351,1006.91535150646,1003.13118184486,1008.24828791951,1007.70161008938,1000,989.729691890757,990.030958694761,994.0076656127,993.347002566566,998.415803980817,995.244936072403,994.640997565047,993.913756632233,1002.23234475141,1000,997.264337177958,997.581394717235,1000.33893783463,999.741683648575,1006.01361950471,986.742209631728,1001.25808822332,999.807375468456,1005.8210533172,1000,994.83411088641,994.833992067145,997.156233869881,996.861474963456,1001.10403347584,1000.84892086331,996.998641218661,997.267640737068,996.492197027325,1000,992.318372973459,992.133714431309,993.84770348642,993.925360547718,997.40274027689,979.822460194448,993.388646986892,994.204468889418,978.502075566444,1000,993.355647699456,993.227457167951,991.88440571333,992.371201642687,993.425820530899,988.551136363636,990.252194584257,993.058613697213,980.573851778379,1000,1004.57670477256,1004.22590272302,1003.7491772133,1004.1380688061,1008.79453364373,1004.15239726027,1005.02050858238,1006.49930834433,1009.02995124963,100
